period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,rh,temp,pm1,pm25,pm10,co,no,no2,o3,pm10>150?
2025-01-01T00:00:00-05:00,2025-01-01T01:00:00-05:00,2025-01-01T05:00:00+00:00,2025-01-01T06:00:00+00:00,MOD-00256,60,85.185,7.21,4.138,7.65,55.509,268.675,2.534,30.805,17.884,0
2025-01-01T01:00:00-05:00,2025-01-01T02:00:00-05:00,2025-01-01T06:00:00+00:00,2025-01-01T07:00:00+00:00,MOD-00256,60,81.782,8.265,4.067,8.839,54.7,247.97,2.192,29.967,18.89,0
2025-01-01T02:00:00-05:00,2025-01-01T03:00:00-05:00,2025-01-01T07:00:00+00:00,2025-01-01T08:00:00+00:00,MOD-00256,60,87.323,8.218,2.911,12.374,112.851,232.723,2.832,31.117,20.572,0
2025-01-01T03:00:00-05:00,2025-01-01T04:00:00-05:00,2025-01-01T08:00:00+00:00,2025-01-01T09:00:00+00:00,MOD-00256,60,89.397,8.278,2.368,12.483,104.095,226.314,3.369,30.968,20.159,0
2025-01-01T04:00:00-05:00,2025-01-01T05:00:00-05:00,2025-01-01T09:00:00+00:00,2025-01-01T10:00:00+00:00,MOD-00256,60,88.858,8.413,2.296,12.598,106.175,240.881,3.365,30.215,19.776,0
2025-01-01T05:00:00-05:00,2025-01-01T06:00:00-05:00,2025-01-01T10:00:00+00:00,2025-01-01T11:00:00+00:00,MOD-00256,60,89.293,8.622,2.707,13.823,139.141,285.317,3.367,30.711,17.866,0
2025-01-01T06:00:00-05:00,2025-01-01T07:00:00-05:00,2025-01-01T11:00:00+00:00,2025-01-01T12:00:00+00:00,MOD-00256,60,89.302,9.07,2.395,13.187,118.141,245.024,3.467,32.597,14.431,0
2025-01-01T07:00:00-05:00,2025-01-01T08:00:00-05:00,2025-01-01T12:00:00+00:00,2025-01-01T13:00:00+00:00,MOD-00256,60,88.973,9.247,2.703,9.486,61.084,270.359,3.421,31.755,15.865,0
2025-01-01T08:00:00-05:00,2025-01-01T09:00:00-05:00,2025-01-01T13:00:00+00:00,2025-01-01T14:00:00+00:00,MOD-00256,60,89.203,9.17,2.422,5.573,25.882,269.819,3.534,32.656,13.512,0
2025-01-01T09:00:00-05:00,2025-01-01T10:00:00-05:00,2025-01-01T14:00:00+00:00,2025-01-01T15:00:00+00:00,MOD-00256,60,88.785,9.452,1.555,2.737,7.588,245.482,3.5,30.598,17.478,0
2025-01-01T10:00:00-05:00,2025-01-01T11:00:00-05:00,2025-01-01T15:00:00+00:00,2025-01-01T16:00:00+00:00,MOD-00256,60,86.482,10.06,1.185,1.618,4.219,247.877,3.041,29.053,17.443,0
