period_start,period_end,period_start_utc,period_end_utc,sn,n_datapoints,rh,temp,pm1,pm25,pm10,co,no,no2,o3,pm10 > 150?
2024-01-01T00:00:00-05:00,2024-01-01T01:00:00-05:00,2024-01-01T05:00:00+00:00,2024-01-01T06:00:00+00:00,MOD-00238,60,56.647,2.617,6.968,7.098,9.223,496.367,2.009,2.99,94.591,0
2024-01-01T01:00:00-05:00,2024-01-01T02:00:00-05:00,2024-01-01T06:00:00+00:00,2024-01-01T07:00:00+00:00,MOD-00238,60,54.573,2.487,4.594,4.714,5.675,517.683,2.342,2.452,97.324,0
2024-01-01T02:00:00-05:00,2024-01-01T03:00:00-05:00,2024-01-01T07:00:00+00:00,2024-01-01T08:00:00+00:00,MOD-00238,60,54.717,2.41,3.937,4.058,5.849,500.045,2.373,2.449,98.093,0
2024-01-01T03:00:00-05:00,2024-01-01T04:00:00-05:00,2024-01-01T08:00:00+00:00,2024-01-01T09:00:00+00:00,MOD-00238,60,55.617,2.328,3.79,3.876,5.138,496.055,2.005,2.654,97.514,0
2024-01-01T04:00:00-05:00,2024-01-01T05:00:00-05:00,2024-01-01T09:00:00+00:00,2024-01-01T10:00:00+00:00,MOD-00238,60,55.895,2.383,3.949,4.039,4.604,458.334,1.899,2.753,96.926,0
2024-01-01T05:00:00-05:00,2024-01-01T06:00:00-05:00,2024-01-01T10:00:00+00:00,2024-01-01T11:00:00+00:00,MOD-00238,60,57.303,2.383,5.295,5.387,6.469,444.273,1.998,3.041,95.206,0
2024-01-01T06:00:00-05:00,2024-01-01T07:00:00-05:00,2024-01-01T11:00:00+00:00,2024-01-01T12:00:00+00:00,MOD-00238,60,58.237,2.193,6.163,6.249,7.173,400.87,2.147,3.129,94.674,0
2024-01-01T07:00:00-05:00,2024-01-01T08:00:00-05:00,2024-01-01T12:00:00+00:00,2024-01-01T13:00:00+00:00,MOD-00238,60,58.087,1.948,4.88,4.966,5.858,373.228,2.081,3.128,95.852,0
2024-01-01T08:00:00-05:00,2024-01-01T09:00:00-05:00,2024-01-01T13:00:00+00:00,2024-01-01T14:00:00+00:00,MOD-00238,60,58.75,2.035,5.059,5.165,6.135,352.298,2.693,3.139,94.547,0
2024-01-01T09:00:00-05:00,2024-01-01T10:00:00-05:00,2024-01-01T14:00:00+00:00,2024-01-01T15:00:00+00:00,MOD-00238,60,50.797,4.055,4.237,4.335,5.168,357.089,2.151,2.376,96.287,0
2024-01-01T10:00:00-05:00,2024-01-01T11:00:00-05:00,2024-01-01T15:00:00+00:00,2024-01-01T16:00:00+00:00,MOD-00238,60,46.18,5.47,4.823,4.954,6.272,366.301,1.963,2.126,94.249,0
2024-01-01T11:00:00-05:00,2024-01-01T12:00:00-05:00,2024-01-01T16:00:00+00:00,2024-01-01T17:00:00+00:00,MOD-00238,60,41.432,7.318,4.496,4.624,6.081,372.393,2.265,1.727,94.502,0
2024-01-01T12:00:00-05:00,2024-01-01T13:00:00-05:00,2024-01-01T17:00:00+00:00,2024-01-01T18:00:00+00:00,MOD-00238,60,44.463,6.15,4.517,4.652,5.793,367.638,2.052,1.996,94.048,0
2024-01-01T13:00:00-05:00,2024-01-01T14:00:00-05:00,2024-01-01T18:00:00+00:00,2024-01-01T19:00:00+00:00,MOD-00238,60,43.432,6.485,4.597,4.743,6.039,386.063,2.191,1.841,96.042,0
2024-01-01T14:00:00-05:00,2024-01-01T15:00:00-05:00,2024-01-01T19:00:00+00:00,2024-01-01T20:00:00+00:00,MOD-00238,60,39.447,8.088,4.7,4.843,6.102,394.044,2.166,1.567,94.367,0
2024-01-01T15:00:00-05:00,2024-01-01T16:00:00-05:00,2024-01-01T20:00:00+00:00,2024-01-01T21:00:00+00:00,MOD-00238,60,43.365,6.663,5.471,5.626,7.051,468.842,2.203,1.853,92.238,0
2024-01-01T16:00:00-05:00,2024-01-01T17:00:00-05:00,2024-01-01T21:00:00+00:00,2024-01-01T22:00:00+00:00,MOD-00238,60,52.34,3.883,6.375,6.585,8.402,562.368,2.331,2.458,91.92,0
2024-01-01T17:00:00-05:00,2024-01-01T18:00:00-05:00,2024-01-01T22:00:00+00:00,2024-01-01T23:00:00+00:00,MOD-00238,60,58.808,2.518,6.359,6.519,8.602,434.093,2.095,3.283,94.587,0
2024-01-01T18:00:00-05:00,2024-01-01T19:00:00-05:00,2024-01-01T23:00:00+00:00,2024-01-02T00:00:00+00:00,MOD-00238,60,69.097,1.31,5.671,5.796,8.224,419.147,1.887,5.046,96.332,0
2024-01-01T19:00:00-05:00,2024-01-01T20:00:00-05:00,2024-01-02T00:00:00+00:00,2024-01-02T01:00:00+00:00,MOD-00238,60,72.985,0.767,9.453,9.657,13.786,514.219,1.59,4.205,95.056,0
2024-01-01T20:00:00-05:00,2024-01-01T21:00:00-05:00,2024-01-02T01:00:00+00:00,2024-01-02T02:00:00+00:00,MOD-00238,60,68.975,0.442,12.384,12.612,15.222,542.769,2.089,4.06,92.368,0
2024-01-01T21:00:00-05:00,2024-01-01T22:00:00-05:00,2024-01-02T02:00:00+00:00,2024-01-02T03:00:00+00:00,MOD-00238,60,59.243,-0.123,10.309,10.521,12.603,462.131,2.662,3.209,94.005,0
2024-01-01T22:00:00-05:00,2024-01-01T23:00:00-05:00,2024-01-02T03:00:00+00:00,2024-01-02T04:00:00+00:00,MOD-00238,60,57.663,-0.49,12.371,12.615,15.53,455.065,2.404,3.342,91.126,0
2024-01-01T23:00:00-05:00,2024-01-02T00:00:00-05:00,2024-01-02T04:00:00+00:00,2024-01-02T05:00:00+00:00,MOD-00238,60,58.65,-1.03,12.323,12.604,16.32,428.959,2.983,3.474,91.873,0
